question,document
"In agentic RAG, what exactly do tools or functions mean, and how are they different from just prompting the model?",c296ea5a21
"Can I treat tools and functions as the same thing in this course, or is there a real distinction I should know about?",c296ea5a21
"What kind of tasks would an LLM call a tool for in agentic RAG, like search, database queries, or calculations?",c296ea5a21
How does the model decide when to use a tool in agentic RAG instead of answering directly?,c296ea5a21
What is the main difference between tool use in agentic RAG and the fixed retrieval step in basic RAG?,c296ea5a21
What are some free models I can use that already support tool calling?,0d74a3616f
"Does Groq have any no-cost models with tool use, like Deepseek R1 or Llama 4?",0d74a3616f
"Besides OpenAI, which other providers can do function or tool calling for agentic RAG?",0d74a3616f
"If I switch from OpenAI to Groq, Mistral, Gemini, or Ollama, do I need to change the code?",0d74a3616f
Where can I read more about Groq's tool use support and how it works?,0d74a3616f
Why do I get `AttributeError: 'str' object has no attribute 'output'` when I call the Responses API with a model that isn’t from OpenAI?,9e7b3f0c25
"Can I use `client.responses.create(...)` with Mistral, Groq, or Gemini, or is that only for OpenAI models?",9e7b3f0c25
What should I read from the response if I switch to `chat.completions` instead of the new Responses API?,9e7b3f0c25
How do I change my code to work with a non-OpenAI model when the `response.output` part fails?,9e7b3f0c25
Is it okay to keep using the older chat completions interface for the homework if my provider works better with that?,9e7b3f0c25
Why am I getting the Azure OpenAI 400 error saying `tools[0].function` is missing when I try to use my weather tool?,b9c7c6bb34
What should the JSON for `get_weather_tool` look like so Azure OpenAI accepts it?,b9c7c6bb34
Do I need to wrap my weather tool inside a `function` field for the tool schema to work?,b9c7c6bb34
How should I define the city parameter and required fields in the weather tool JSON?,b9c7c6bb34
Can you show the exact `get_weather_tool` structure that fixes the missing parameter error?,b9c7c6bb34
"Why does toyaikit give me a 404 when I try Groq or another non-OpenAI model, and what should I change so it works?",0224d980b3
How can I set up toyaikit with Groq using the OpenAI-compatible API instead of the OpenAI Responses endpoint?,0224d980b3
What runner and client should I use in toyaikit if I want Anthropic models like Claude instead of OpenAI?,0224d980b3
"In toyaikit, do I need to use `runner.run()` or `runner.loop(prompt=...)` when I just want to test a single prompt from code?",0224d980b3
"I’m getting an error with an Anthropic or Groq model id in toyaikit — could an outdated model name be the reason, and which ids are safe to use?",0224d980b3
Where do I actually find the Module 1 homework questions?,53f15299b6
Is the homework on the GitHub repo or inside the course platform?,53f15299b6
Can someone point me to the 2026 Module 1 homework instructions?,53f15299b6
Do I need to check both GitHub and the course site for homework details?,53f15299b6
Where are the links for the first module homework in llm-zoomcamp?,53f15299b6
Why am I getting an empty list back after filtering my query in HW Q3?,83da208a64
Could the problem be that I indexed the data in the wrong order before running the filters?,83da208a64
Do I need to set up the index settings first and only then add the documents for this homework question?,83da208a64
What should I check if my query keeps returning nothing even though the filter looks right?,83da208a64
Is the empty result in the homework probably caused by an indexing mistake rather than the query itself?,83da208a64
"Why do I get a 402 error from OpenRouter when I call responses.create(), and how do I fix it?",cfb07a27d5
Do I need to set max_output_tokens in OpenRouter calls so my free key doesn't get rejected before the model runs?,cfb07a27d5
"For the Module 1 homework, where should I add max_output_tokens=1024 in rag_helper.py or the llm() method?",cfb07a27d5
How can I pass a lower output limit when using ToyAIKit with OpenRouter in Q6?,cfb07a27d5
"If the 402 error keeps happening, what should I check in my .env, key limits, and model choice?",cfb07a27d5
"In the Module 1 homework, what does it mean when people say to point RAG at the chunk index?",b4300adeb1
Should the search index be built from the original documents or from the split chunks in homework 1?,b4300adeb1
"If I already have `documents` and `chunks`, which one should I pass to `index.fit()` for the RAG setup?",b4300adeb1
Why does the homework RAG pipeline use chunks instead of the full documents when retrieving context?,b4300adeb1
What exactly gets sent to the prompt after the retriever searches the chunk index?,b4300adeb1
"Do the homework numbers have to match the choices exactly, or is the nearest one fine?",5e4ca64cb5
"If my computed answer is a little off from all the listed options, what should I do?",5e4ca64cb5
Why do homework results sometimes differ even when I followed the notebook steps?,5e4ca64cb5
Should I pick the closest multiple-choice option when my numeric result is almost the same?,5e4ca64cb5
What are the common reasons my homework output may not line up perfectly with the answer options?,5e4ca64cb5
Where do I check first when a Module 1 homework question doesn't make sense to me?,7d3a2e3505
"For the 2026 LLM Zoomcamp, which GitHub links should I open for Module 1 materials and the homework instructions?",7d3a2e3505
Why do the homework tasks sometimes look different from what we did in the lesson?,7d3a2e3505
"If I’m still confused after reading the homework page, what’s the best way to ask for help on Slack?",7d3a2e3505
"When I post a question in Slack, should I send screenshots or paste the code and terminal output as text?",7d3a2e3505
"For the Module 1 homework, how do I figure out token counts if I’m using a provider other than OpenAI?",fe8fed31e6
I’m using Gemini/Mistral/Groq for the homework — should I still count tokens with tiktoken or cl100k_base?,fe8fed31e6
Where can I find the token usage info in the API response for this homework?,fe8fed31e6
What should I do if my model provider doesn’t return any token usage fields at all?,fe8fed31e6
"If my token estimate doesn’t match exactly in a multiple-choice question, am I supposed to pick the closest answer?",fe8fed31e6
Why does the homework checker keep giving me a non-200 error when I submit my repo link?,bcdb8740ce
Could my GitHub repo being private be the reason the submission URL fails with 404 or 500?,bcdb8740ce
Do I need to remove the .git part from the repo URL before sending homework?,bcdb8740ce
How can I quickly check if my repository link is actually public and reachable by the grader?,bcdb8740ce
What should I look for if I copied the repo URL exactly but the checker still says it can't fetch it?,bcdb8740ce
"What exactly are embeddings in vector search, and why do we turn text or other non-numerical data into numbers?",69430a79a8
How do embeddings keep the meaning of similar inputs close to each other in vector space?,69430a79a8
Why are embeddings useful for semantic similarity search compared to plain text matching?,69430a79a8
Can you explain how the distance between embedding vectors relates to similarity of the original data?,69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?",69430a79a8
"How do I get rid of the warning about model ""multi-qa-mpnet-base-dot-v1"" being made on sentence transformers v3.0.0 beta?",aa3f597424
Is there a way to suppress the sentence-transformers warning for multi-qa-mpnet-base-dot-v1?,aa3f597424
What should I install to stop the warning that says the model was made on sentence-transformers v3.0.0?,aa3f597424
Do I need to update sentence-transformers to avoid the multi-qa-mpnet-base-dot-v1 warning?,aa3f597424
Which command fixes the warning about this model and sentence-transformers version?,aa3f597424
Why did the lesson just use dot product instead of calculating cosine similarity the long way?,92cd22cada
"In the homework, why do we need to normalize embeddings before using dot product for similarity?",92cd22cada
"Are the embeddings from the lesson already unit vectors, and is that why dot product works there?",92cd22cada
What's the difference between using dot product on OpenAI-style embeddings and on TF-IDF + SVD vectors?,92cd22cada
"If vectors aren't normalized, can dot product still be treated like cosine similarity?",92cd22cada
"For vector search, is it better to embed just the answer, just the question, or both together?",5c4a8d2e60
"When building the index, should I store the question text, the answer text, or a combined question-plus-answer embedding?",5c4a8d2e60
"Is there a recommended embedding strategy for FAQ search, or do I need to test different options myself?",5c4a8d2e60
Why would embedding only the answer still work for matching user queries in vector search?,5c4a8d2e60
"What does the course suggest comparing when choosing between question embeddings, answer embeddings, and combined embeddings?",5c4a8d2e60
What does cosine similarity actually measure between two vectors?,db78580409
How do you use cosine similarity to compare documents in text analysis?,db78580409
Why is cosine similarity common for word counts or TF-IDF vectors?,db78580409
"What does it mean when cosine similarity is 1, 0, or -1?",db78580409
"Can cosine similarity be used only with non-zero vectors, and why?",db78580409
Why can cosine similarity be turned into a simple dot product once the vectors are normalized?,95feb4e75b
What changes when embeddings are unit length that makes matrix multiplication enough for search?,95feb4e75b
Why do we normalize the query and document vectors before calculating cosine similarity?,95feb4e75b
How does using normalized embeddings let us compare the query against all documents faster?,95feb4e75b
"In vector search, why is cosine similarity basically the same as multiplying the embedding matrix by the query vector?",95feb4e75b
"For Module 2, do I need to make a whole new GitHub repository, or is opening another codespace from my current repo enough?",1e829a8c6f
Why do people recommend using a separate codespace for the vector search module instead of keeping everything in the same environment?,1e829a8c6f
"If I create a Module 2 codespace and later delete it, will I lose my work unless I commit it first?",1e829a8c6f
"Can I reuse the repository I already have for Module 1 when setting up the next module, or does each module need its own repo?",1e829a8c6f
"Is a codespace basically the same thing as a repo, or is it just a temporary environment I launch from my existing project?",1e829a8c6f
Why does download.py keep sitting at 0% when it tries to get model.onnx from HuggingFace?,29b69fbe0b
Is there a workaround if the model download from HuggingFace never starts in download.py?,29b69fbe0b
What should I do when the ONNX file won’t finish downloading and the script looks stuck?,29b69fbe0b
Can I manually grab model.onnx in the browser and use it instead of waiting for the script?,29b69fbe0b
"Once I put model.onnx in the right folder, will download.py skip downloading it again?",29b69fbe0b
"Why can the dot-product version and the loop version of vector search return slightly different scores, even though they should do the same thing?",e889793af9
"When I compare `X.dot(v_query)` with my Python for-loop implementation, why do they not match exactly with `np.allclose` sometimes?",e889793af9
"Is it normal for vector search results to differ by tiny amounts between matrix multiplication and a manual loop, or does that mean my code is wrong?",e889793af9
Why does the optimized `dot` calculation in NumPy give a different last few decimal places than adding the values one by one in a loop?,e889793af9
How should I compare two vector search score arrays if they are mathematically the same but not exactly equal due to floating-point precision?,e889793af9
Why am I getting IndexError: list index out of range when I try to access the best chunk in my vector search code?,1a7b27c4df
"Could this error happen because my embeddings count doesn’t match the number of chunks, and how do I fix that?",1a7b27c4df
How should I build the embedding matrix from chunks so I don’t run into this out-of-range issue?,1a7b27c4df
What’s the right way to generate embeddings from a chunk list in Python for this assignment?,1a7b27c4df
"Why does my similarity search break when I use chunks, and what should I check first?",1a7b27c4df
"For Module 2 Q2, if my cosine similarity doesn’t match any answer choice, could I be using the wrong embedding model instead of the homework one?",eaa17a9dc6
"Do we need to use the ONNX Embedder from embedder.py in homework 2, or is sentence-transformers okay for the similarity question?",eaa17a9dc6
"In the Module 2 homework, should I embed the content text itself, and compare it with the vector from Q1, or am I supposed to use something else?",eaa17a9dc6
"If my cosine score is a little different from the options, is that normal, or does it mean I made a mistake in the setup?",eaa17a9dc6
Why would models like multi-qa-mpnet-base-dot-v1 or all-mpnet-base-v2 give a cosine result that isn’t in the list for Q2?,eaa17a9dc6
How do I set up the Gemini key for Kestra so the flows can use it?,3860e5fe8b
Do I need both a normal Gemini API key and a SECRET_GEMINI_API_KEY in the terminal?,3860e5fe8b
What’s the right way to add OpenAI and Tavily keys for the Kestra flows?,3860e5fe8b
Why is Kestra not seeing my API keys unless I prefix them with SECRET_ and base64-encode them?,3860e5fe8b
"In a Kestra flow, how do I reference a secret key if the environment variable is called SECRET_GEMINI_API_KEY?",3860e5fe8b
"Why does Kestra Copilot keep saying it can only help with creating Kestra flows, and what should I check first?",04440cab11
"In the Open Source version of Kestra, does the AI Copilot use the same Gemini variable as the flows, or is it different?",04440cab11
What’s the right way to set the Gemini API key for Kestra Copilot so it stops refusing every prompt?,04440cab11
"If I already have `SECRET_GEMINI_API_KEY` set, why is the Copilot still not working after I start Docker Compose?",04440cab11
"Could this Copilot error be caused by a bad key or quota issue, and how do I fix it?",04440cab11
Why does my Kestra flow say the Gemini key is missing even though I set SECRET_GEMINI_API_KEY?,c8ca21af33
Could a bad base64 encode be the reason my secret auth keeps failing in Kestra?,c8ca21af33
"Do I need to restart Kestra after exporting API key env vars, or should it pick them up automatically?",c8ca21af33
"When I use a secret in a flow, should I write SECRET_GEMINI_API_KEY or just GEMINI_API_KEY?",c8ca21af33
Is it better to keep the keys in a .env file instead of exporting them in the shell before starting Kestra?,c8ca21af33
Why bother with an orchestrator like Kestra if I can just run everything in a notebook?,193612db63
What does Kestra add for AI workflows besides simply executing code once?,193612db63
"In this module, is Kestra mainly used for orchestration or also for the AI features we learn?",193612db63
"Can I switch between OpenAI, Gemini, and Anthropic in a Kestra flow without rewriting the whole thing?",193612db63
Why is the course using Kestra instead of only notebook cells for these AI exercises?,193612db63
"Do I have to use Kestra for the whole LLM Zoomcamp, or can I switch to Airflow/Prefect for my project?",cce328db64
"Is there any requirement to use an orchestrator in the capstone, or is a simple Python script enough for ingestion?",cce328db64
Why does Module 3 specifically use Kestra instead of other workflow tools like Dagster or Airflow?,cce328db64
Can I get full points in the project if I don’t use an orchestrator at all and just run my pipeline with Python?,cce328db64
"If I already know Airflow, is it still worth trying the Kestra flows in Module 3?",cce328db64
"Besides Gemini, what other AI providers can Kestra work with, and does it support local models too?",f442efe5b4
"Can I swap in Groq, Ollama, or LM Studio in a Kestra flow without rewriting the rest of the workflow?",f442efe5b4
"If a provider is OpenAI-compatible but not officially supported, how do I connect it in Kestra?",f442efe5b4
Why did the course pick Gemini for the examples if Kestra can use other providers as well?,f442efe5b4
What’s the difference between the generic Kestra AI plugin and the provider-specific plugins like OpenAI or Gemini?,f442efe5b4
"Is there a truly no-code way to build a Kestra flow, or do I still need to write YAML?",bfe5502c30
How does Kestra’s form editor work if I want to avoid editing workflow files by hand?,bfe5502c30
"Can I make a Kestra workflow from a plain English prompt, and then refine it afterward?",bfe5502c30
Do tools like Claude Code or Codex let me create and push Kestra flows straight from my editor?,bfe5502c30
